answer,runtime
1,73.417873
0,1.603982000000002
0,8.385998
0,24.56236299999999
0,43.169872
0,21.513123000000007
1,27.988943000000006
0,20.268144000000007
1,4.416909000000004
0,1.7938019999999995
0,5.649400000000014
0,2.2860819999999933
0,2.291157999999996
0,4.1035420000000045
0,2.3050469999999734
0,75.29625899999996
0,23.470680999999956
1,76.72952799999996
0,24.828278999999952
0,29.456637999999998
0,2.5669320000000084
0,30.296406999999988
1,28.581058999999982
0,2.7972029999999677
1,27.570911000000024
0,30.142711000000077
1,94.49412400000006
0,2.087234999999964
0,1.9722810000000663
0,95.62064699999996
0,37.21167200000002
0,10.293397000000027
0,36.109486999999945
0,34.887958000000026
0,28.929840000000013
0,41.02883299999996
0,2.6593940000000202
0,2.540982999999983
0,37.19010900000001
0,3.2171160000000327
0,41.67041100000006
1,97.26887699999997
0,41.26135799999997
0,3.8113049999999475
0,9.963250000000016
0,104.27925199999981
0,38.73751299999981
0,37.57711100000006
0,5.30021899999997
0,2.8845420000000104
0,32.065338999999994
0,3.9115629999998873
1,36.625119999999924
0,40.26066700000001
0,34.40120499999989
0,32.611782000000176
0,36.42086900000004
0,103.211548
0,2.892477999999983
0,15.530023999999912
0,36.940336000000116
0,35.50847399999998
0,32.69047699999987
0,36.31362400000012
0,42.39959499999986
0,4.113544999999931
0,5.804251999999906
1,38.06474000000003
0,36.7065520000001
0,1.7819809999998597
0,30.403608000000077
1,118.21550900000011
1,111.54932299999973
0,34.48198300000013
0,121.59378400000014
0,32.57833899999969
0,35.96819499999992
0,55.363268999999946
0,34.700610000000324
0,14.70156599999973
0,3.218804000000091
0,34.96629299999995
0,101.36958099999993
0,2.782614000000194
0,3.185468000000128
0,31.9844820000003
1,32.57212699999991
1,91.36397499999975
0,3.2045509999998103
0,26.434021999999914
0,2.308530000000246
0,91.02722300000005
0,36.00804900000003
0,34.66221899999982
0,100.10339199999999
0,29.25163799999973
0,28.932650000000194
0,2.382955000000038
0,27.91555900000003
0,2.9279179999998632
0,32.60861699999987
0,2.2391390000002502
0,35.98839399999997
0,30.179963000000043
0,35.42524700000013
1,33.32126199999993
0,3.735791000000063
0,1.639799000000039
0,32.62378000000035
0,149.0794979999996
0,4.544793000000027
0,3.227230999999847
0,37.678280000000086
0,5.148789999999735
0,35.28523499999983
1,84.26953300000014
0,3.712116000000151
0,39.84205299999985
1,130.12355799999978
0,32.97109599999976
0,108.2544770000004
0,35.362032
0,35.35276799999974
0,32.56956799999989
0,29.539941999999428
0,38.74769400000059
0,30.27256000000034
0,35.8920020000005
1,116.1724949999998
0,8.722115000000485
0,36.60177600000043
0,112.9135409999999
0,3.607307999999648
0,4.488306000000193
0,3.5060889999995197
0,55.70371000000068
1,45.17488200000025
0,33.314902999999504
0,34.66550200000074
0,3.144941000000472
0,14.197860999999648
0,34.71014399999967
0,13.420133999999962
0,3.2090140000000247
0,42.05748500000027
0,6.909553000000415
0,1.748927999999978
0,35.84195600000021
0,33.43850999999995
0,1.661286999999902
0,28.995425999999497
1,28.55548799999997
0,34.56207899999936
0,38.58297800000037
1,113.75414999999975
0,2.49712400000044
0,111.92076900000029
1,116.90465700000004
0,2.519995000000563
0,34.4999940000007
0,2.096121999999923
0,35.55187300000034
0,1.779657999999472
0,25.90221500000007
0,123.73284100000001
0,34.406299999999646
0,34.152014000000236
0,12.597412000000077
0,35.03179899999941
0,2.7378670000007332
0,32.851236000000426
0,3.442840000000615
1,32.87233300000025
0,14.398628000000826
0,3.63756100000046
1,109.92993500000011
1,126.49239800000032
1,119.29078600000048
0,26.925897000000077
0,1.7824919999993654
0,34.54711900000075
0,2.092131000000336
0,36.127308000000085
0,36.05439899999965
0,45.25208500000008
0,34.41828499999974
0,32.36479899999995
0,3.0589819999995598
0,35.49569800000063
1,95.44985300000008
0,2.6441920000006576
0,7.683317999999417
0,2.840385999999853
0,4.390084999999999
1,104.00700099999995
0,7.290334000000257
0,33.64405999999963
0,34.62212699999964
1,31.48997700000018
0,11.505349000000024
