answer,runtime
0,35.8395
0,34.961442
1,64.34025700000001
1,223.30009099999998
1,87.69849599999998
1,445.246798
1,67.12149999999997
1,234.7723709999999
0,125.50992099999985
1,470.0835709999999
0,633.4406330000002
0,144.1724449999997
0,57.63686000000007
0,82.94066800000019
1,371.495578
1,109.0412839999999
1,168.98804199999995
1,420.3007870000001
1,518.7444250000003
0,52.28660300000047
1,397.95413499999995
1,371.26850100000047
0,112.8891679999997
1,461.5288780000001
1,389.0852340000001
0,368.8672770000003
1,332.69868099999985
0,174.50221199999942
0,54.04395700000077
1,595.5136929999999
0,145.5024709999998
0,55.6592069999997
0,361.0901160000003
1,237.74611099999947
0,289.3447099999994
1,575.9940589999987
0,492.3947279999993
0,69.47394300000087
1,294.04735900000014
0,440.45605799999976
1,478.2196220000005
0,360.00223000000005
1,384.8642740000014
1,145.62911200000053
1,346.90148899999986
1,312.2717080000002
1,96.2231240000001
1,99.31955899999957
0,150.21587200000067
1,465.834472999999
0,73.88921800000026
0,41.39213000000018
0,221.07853299999988
0,326.32040700000107
0,97.34757600000012
1,570.3292079999992
0,99.23466299999927
1,225.52755099999922
0,403.4172839999992
1,568.8209769999994
1,439.5578650000025
0,58.58171199999924
1,83.93192800000179
0,82.30283300000156
0,106.43652199999997
1,378.44247800000085
0,241.36880199999723
1,84.15917600000103
1,264.53563999999824
1,445.06584699999803
1,209.20207799999844
1,294.626694999999
1,336.5079619999997
1,238.6385819999996
1,356.37701200000083
0,168.43262200000026
0,31.83198799999809
0,257.3293360000025
1,449.2894579999993
0,80.99261699999988
1,208.05292800000097
1,152.31584699999803
1,327.79803099999845
0,71.03556600000229
0,182.14005800000086
1,267.20683799999824
1,71.67014199999903
0,55.58220400000209
0,225.9073070000013
1,186.85344700000132
1,336.35618199999954
1,213.47937499999898
1,28.422711999999592
1,195.79434000000037
1,111.09778400000141
1,270.725741000002
0,56.4970710000016
1,355.4282469999998
1,193.35490799999752
1,304.27438000000257
0,86.8591919999999
0,33.73005099999864
1,294.46058300000004
0,105.20608900000298
1,221.20827400000053
0,53.55742300000202
0,52.46798899999703
1,199.84406300000046
0,103.5427090000012
0,32.393316000001505
0,35.5292100000006
1,244.97302900000068
1,267.96589999999924
1,336.7350699999988
1,259.39380900000106
0,36.562849999998434
1,77.22304599999916
0,76.89354900000035
1,119.62658400000146
1,355.2552509999987
0,231.07753899999807
1,92.87634600000092
1,87.41532499999812
0,41.91462400000091
1,243.26611599999887
1,320.08122899999944
1,245.25388699999894
1,357.39425400000255
1,202.61144699999932
1,31.84994899999947
1,129.17031599999973
1,213.05509299999903
1,303.57951500000127
1,63.977210999997624
0,69.76088300000265
1,281.50221599999713
0,31.670169999997597
0,144.57976399999825
0,319.0848699999988
0,35.99334400000225
1,259.85095100000035
0,79.85587799999848
1,68.15450499999861
0,31.583819999999832
1,29.191021999999066
0,189.0206500000022
1,360.37996199999907
0,275.25500399999873
1,286.065208
0,362.9739860000009
0,79.18439699999726
0,34.191430999999284
1,282.05846899999597
1,313.53150299999834
0,250.5648130000045
0,31.90925799999968
0,28.784364999999525
0,239.63571599999705
1,218.88888700000098
0,158.42114999999467
1,316.23263399999996
1,254.21881900000153
1,239.65978399999585
1,253.9911079999947
0,60.79101500000252
1,331.4717479999963
1,242.0306780000028
1,34.48859500000253
0,31.277284999996482
1,68.944445000001
1,284.7927759999948
0,73.64069400000153
1,352.20548699999927
0,63.207344000002195
0,328.3415410000016
1,106.08547399999952
0,31.667544000003545
1,86.3502210000006
1,304.89594200000283
0,37.666809000002104
1,235.50852499999746
1,133.2402080000029
1,336.2759440000009
1,186.82317399999738
1,192.94400799999858
0,171.3762149999966
1,243.5184750000044
1,403.9874290000007
0,33.83519800000067
1,108.55661200000031
1,373.64342100000067
0,34.33825600000273
0,280.3601490000001
0,266.58399700000155
1,356.20515900000464
0,144.90165799999522
0,83.78746200000023
0,67.76660600000469
1,337.0417989999987
0,96.27309299999615
